Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Skoda Rapid Leisure,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598,103.6,5.0,350000.0
Hyundai Accent CRDi,Kochi,2006,73000,Diesel,Manual,First,13.1,1493,82.0,5.0,180000.0
Volkswagen Polo GT,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498,103.6,5.0,370000.0
Honda Jazz 1.2,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199,88.7,5.0,717000.0
Hyundai i10 Era,Jaipur,2010,73000,Petrol,Manual,First,19.81,1086,68.05,5.0,175000.0
Hyundai Tucson 2.0,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995,183.0,5.0,2199000.0
Toyota Innova Crysta,Pune,2017,43000,Diesel,Manual,First,13.68,2393,147.8,7.0,1864999.9999999998
Maruti Omni MPI,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796,35.0,5.0,185000.0
Maruti Swift VXI,Coimbatore,2017,34000,Petrol,Manual,Second,20.4,1197,81.8,5.0,595000.0
Hyundai Grand i10,Mumbai,2014,34000,Petrol,Manual,First,18.9,1197,82.0,5.0,375000.0
Maruti Swift VDI,Pune,2012,73000,Diesel,Manual,First,22.9,1248,74.0,5.0,375000.0
Hyundai Verna CRDi,Hyderabad,2008,73000,Diesel,Manual,First,22.0,1582,126.2,5.0,260000.0
Hyundai Santro Xing,Hyderabad,2006,73000,Petrol,Manual,First,18.0,1086,113.25,5.0,175000.0
Hyundai i20 1.2,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197,80.0,5.0,280000.0
Mercedes-Benz GLE 350d,Coimbatore,2017,34000,Diesel,Automatic,First,11.57,2987,254.79,5.0,6129000.0
Mercedes-Benz New C-Class,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148,170.0,5.0,1800000.0
Maruti Ritz ZDi,Hyderabad,2014,73000,Diesel,Manual,First,23.2,1248,73.94,5.0,434999.99999999994
Hyundai Creta 1.6,Bangalore,2016,34000,Diesel,Manual,First,19.67,1582,126.2,5.0,1375000.0
Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,998,66.1,5.0,200000.0
Renault Duster 110PS,Delhi,2016,34000,Diesel,Manual,First,19.64,1461,108.45,5.0,1000000.0
Fiat Grande Punto,Delhi,2010,73000,Diesel,Manual,First,17.8,1248,76.0,5.0,165000.0
BMW X3 xDrive30d,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993,258.0,5.0,4577000.0
Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197,78.9,5.0,325000.0
Toyota Innova 2.5,Pune,2016,47000,Diesel,Manual,First,12.8,2494,102.0,7.0,1280000.0
Maruti Zen VXI,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993,60.0,5.0,55000.00000000001
Maruti Swift VDI,Hyderabad,2018,34000,Diesel,Manual,First,28.4,1248,74.0,5.0,715000.0
Mahindra Scorpio VLX,Pune,2013,73000,Diesel,Manual,Second,12.05,2179,120.0,8.0,700000.0
Tata Zest Quadrajet,Pune,2017,73000,Diesel,Manual,First,22.95,1248,74.0,5.0,375000.0
Ford EcoSport 1.0,Mumbai,2017,34000,Petrol,Manual,First,18.88,999,123.24,5.0,850000.0
Maruti Swift Dzire,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248,74.0,5.0,434999.99999999994
Maruti Alto 800,Kochi,2016,34000,Petrol,Manual,First,22.74,796,47.3,5.0,326000.0
Honda City 1.5,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497,118.0,5.0,421000.0
Audi Q7 3.0,Kochi,2018,34000,Diesel,Automatic,First,12.07,2967,241.4,7.0,7036000.0
Skoda Laura 1.9,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896,105.0,5.0,295000.0
Hyundai Verna 1.6,Kochi,2012,54308,Petrol,Manual,First,17.1,1591,121.3,5.0,428000.0
Honda City 1.5,Jaipur,2009,73000,Petrol,Automatic,First,16.8,1497,118.0,5.0,357000.0
Hyundai i20 Magna,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396,88.8,5.0,311000.0
Hyundai i20 Sportz,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396,98.6,5.0,596000.0
Volkswagen Vento Diesel,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598,103.6,5.0,470000.0
Honda City i,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5.0,690000.0
Tata Zest Quadrajet,Pune,2018,45000,Diesel,Manual,First,22.95,1248,74.0,5.0,525000.0
BMW 5 Series,Pune,2015,64000,Diesel,Automatic,First,18.48,1995,177.0,5.0,2800000.0
Maruti Wagon R,Delhi,2009,60000,Petrol,Manual,First,18.9,1061,67.0,5.0,135000.0
Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1199,88.7,5.0,484999.99999999994
Volkswagen Jetta 2007-2011,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896,105.0,5.0,670000.0
Hyundai i10 Magna,Hyderabad,2010,73000,Petrol,Manual,First,20.36,1197,78.9,5.0,310000.0
Mercedes-Benz New C-Class,Kochi,2015,73000,Diesel,Automatic,First,19.27,2143,170.0,5.0,1864000.0
Hyundai i10 Magna,Pune,2012,45275,Petrol,Manual,First,20.36,1197,78.9,5.0,280000.0
Toyota Innova Crysta,Chennai,2016,48000,Diesel,Manual,First,13.68,2393,147.8,7.0,2025000.0
Audi A6 2011-2015,Kochi,2015,34000,Diesel,Automatic,First,17.68,1968,174.33,5.0,2678000.0
Toyota Innova 2.5,Hyderabad,2010,73000,Diesel,Manual,Second,12.99,2494,100.6,7.0,826000.0
Volkswagen Polo Petrol,Mumbai,2015,34000,Petrol,Manual,First,16.47,1198,73.9,5.0,389000.0
Maruti Alto K10,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998,67.1,5.0,210000.0
Honda City i-VTEC,Mumbai,2017,34000,Petrol,Automatic,First,18.0,1497,117.3,5.0,1269000.0
Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405,70.0,5.0,258000.0
Audi A6 2011-2015,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968,174.33,5.0,2077000.0
Mercedes-Benz GLA Class,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143,136.0,5.0,2026000.0000000002
Hyundai Santro Xing,Chennai,2006,58000,Petrol,Manual,Second,18.0,1086,113.25,5.0,150000.0
Maruti Swift VDI,Kolkata,2011,60020,Diesel,Manual,First,17.8,1248,113.25,5.0,250000.0
Maruti Celerio VXI,Hyderabad,2014,73000,Petrol,Automatic,First,23.1,998,67.04,5.0,425000.0
Mercedes-Benz GLE 250d,Hyderabad,2017,34000,Diesel,Automatic,First,17.9,2143,201.15,5.0,5700000.0
Land Rover Range,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179,187.7,5.0,4400000.0
Volkswagen Vento Diesel,Hyderabad,2011,73000,Diesel,Manual,First,20.54,1598,103.6,5.0,365000.0
Maruti Omni 8,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796,35.0,5.0,204999.99999999997
Honda Brio 1.2,Kochi,2012,73000,Petrol,Manual,First,18.5,1198,86.8,5.0,313000.0
Tata Sumo Delux,Hyderabad,2000,73000,Diesel,Manual,Second,14.07,2956,83.1,7.0,150000.0
Tata Indica Vista,Pune,2012,73000,Diesel,Manual,First,18.0,1248,75.0,5.0,285000.0
Maruti Wagon R,Delhi,2012,65000,Petrol,Manual,First,18.9,998,67.1,5.0,265000.0
Mahindra XUV500 W8,Hyderabad,2015,73000,Diesel,Manual,First,16.0,2179,140.0,7.0,1060000.0
Tata Indigo LS,Pune,2008,73000,Diesel,Manual,Second,17.1,1396,70.0,5.0,125000.0
Maruti Ertiga Paseo,Mumbai,2018,34000,Petrol,Manual,First,16.02,1373,93.7,7.0,825000.0
Honda Accord 2.4,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354,177.6,5.0,445000.0
Maruti Swift Dzire,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248,73.9,5.0,370000.0
Ford Fiesta EXi,Hyderabad,2009,73000,Diesel,Manual,First,17.8,1399,68.0,5.0,280000.0
Honda City ZX,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78.0,5.0,180000.0
Audi A6 2011-2015,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968,174.33,5.0,2195000.0
BMW 6 Series,Mumbai,2011,34000,Diesel,Automatic,First,9.52,2993,313.0,4.0,4900000.0
Audi Q7 45,Coimbatore,2017,73000,Diesel,Automatic,First,14.75,2967,245.0,7.0,6267000.0
Maruti Zen Estilo,Pune,2008,42496,CNG,Manual,First,26.3,998,67.1,5.0,140000.0
Hyundai i20 1.4,Pune,2012,73000,Diesel,Manual,First,23.0,1396,90.0,5.0,550000.0
Hyundai i10 Sportz,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197,78.9,5.0,295000.0
Honda Jazz 1.2,Kochi,2016,34000,Petrol,Automatic,First,19.0,1199,88.7,5.0,686000.0
Maruti Swift VDI,Hyderabad,2015,73000,Diesel,Manual,First,25.2,1248,74.0,5.0,615000.0
Hyundai i20 Asta,Pune,2011,73000,Petrol,Manual,Second,18.5,1197,82.85,5.0,330000.0
Volkswagen Polo Petrol,Kolkata,2011,34000,Petrol,Manual,First,16.47,1198,73.9,5.0,254999.99999999997
Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796,46.3,5.0,150000.0
Toyota Corolla H4,Chennai,2004,73000,Petrol,Automatic,Second,11.3,1794,125.0,5.0,250000.0
Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.7,796,46.3,5.0,140000.0
Tata Manza ELAN,Pune,2012,73000,Diesel,Manual,First,21.12,1248,88.8,5.0,340000.0
Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,19.7,796,46.3,5.0,225000.0
Skoda Octavia Ambition,Kolkata,2013,73000,Diesel,Automatic,First,19.3,1968,141.0,5.0,750000.0
Toyota Corolla H4,Kolkata,2008,73000,Petrol,Automatic,First,11.3,1794,125.0,5.0,280000.0
Hyundai i20 Asta,Coimbatore,2016,34000,Petrol,Manual,First,18.6,1197,81.83,5.0,766000.0
Maruti Vitara Brezza,Chennai,2016,45000,Diesel,Manual,First,24.3,1248,88.5,5.0,715000.0
Honda City 1.5,Delhi,2010,73000,Petrol,Manual,First,17.0,1497,118.0,5.0,350000.0
Tata Indica Vista,Hyderabad,2014,73000,Diesel,Manual,Second,18.0,1248,75.0,5.0,350000.0
Honda Amaze S,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498,98.6,5.0,345000.0
Hyundai EON D,Coimbatore,2016,34000,Petrol,Manual,First,21.1,814,55.2,5.0,355000.0
BMW 3 Series,Kochi,2015,34000,Diesel,Automatic,Second,21.76,1995,190.0,5.0,2599000.0
Hyundai Verna 1.6,Bangalore,2012,73000,Diesel,Manual,First,22.32,1582,126.32,5.0,525000.0
Tata Manza Club,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248,88.8,5.0,290000.0
Skoda Octavia RS,Jaipur,2005,73000,Petrol,Automatic,First,14.45,1984,227.0,5.0,204999.99999999997
Maruti Alto K10,Pune,2017,34000,Petrol,Manual,First,24.07,998,67.1,5.0,375000.0
Ford Ecosport 1.5,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498,89.84,5.0,675000.0
Chevrolet Spark 1.0,Kolkata,2011,34000,Petrol,Manual,Second,18.0,995,62.0,5.0,95000.0
Jaguar XF 2.0,Hyderabad,2017,34000,Diesel,Automatic,First,19.33,1999,177.0,5.0,5200000.0
Honda CR-V RVi,Jaipur,2007,73000,Petrol,Manual,Third,13.1,1997,141.1,5.0,391000.0
Skoda Superb L&K,Kochi,2019,34000,Petrol,Automatic,First,14.67,1798,177.46,5.0,2730000.0
Hyundai i10 Magna,Chennai,2009,73000,Petrol,Manual,First,20.36,1197,78.9,5.0,270000.0
Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22.9,1248,74.0,5.0,350000.0
Maruti Swift Dzire,Mumbai,2016,34000,Petrol,Automatic,First,18.5,1197,83.14,5.0,620000.0
Nissan Micra Diesel,Chennai,2011,73000,Diesel,Manual,First,23.08,1461,63.1,5.0,275000.0
Maruti Swift Dzire,Mumbai,2015,73000,Diesel,Manual,First,23.4,1248,74.0,5.0,325000.0
Ford Fiesta Classic,Pune,2012,63400,Diesel,Manual,First,17.8,1399,67.0,5.0,325000.0
Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,First,17.3,993,60.0,5.0,65000.0
Mini Clubman Cooper,Pune,2017,34000,Petrol,Manual,First,13.8,1998,192.0,5.0,3500000.0
Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364,67.05,5.0,325000.0
Maruti Alto 800,Kolkata,2018,34000,Petrol,Manual,First,24.7,796,47.3,5.0,290000.0
Maruti Alto VXi,Bangalore,2011,34000,Petrol,Manual,Third,18.9,796,47.0,5.0,290000.0
BMW X5 3.0d,Bangalore,2009,73000,Diesel,Automatic,Second,11.0,2993,235.0,5.0,1775000.0
Nissan Teana XV,Mumbai,2015,73000,Petrol,Automatic,Second,11.07,2496,179.5,5.0,825000.0
Hyundai Grand i10,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197,82.0,5.0,577000.0
Maruti Vitara Brezza,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248,88.5,5.0,949000.0
Audi Q7 3.0,Mumbai,2008,73000,Diesel,Automatic,Third,12.07,2967,241.4,7.0,1295000.0
Mercedes-Benz GLA Class,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143,136.0,5.0,2000000.0
Maruti 800 AC,Chennai,2007,72000,Petrol,Manual,Third,16.1,796,37.0,4.0,100000.0
Renault Duster 85PS,Chennai,2015,73000,Diesel,Manual,Second,20.45,1461,83.8,5.0,710000.0
Toyota Corolla Altis,Mumbai,2017,34000,Diesel,Manual,First,21.43,1364,87.2,5.0,1650000.0
Mercedes-Benz New C-Class,Chennai,2014,34000,Diesel,Manual,First,15.8,2148,170.0,5.0,2600000.0
Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248,73.9,5.0,320000.0
Honda BRV i-VTEC,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497,117.3,7.0,948000.0
Hyundai Xcent 1.1,Kochi,2015,73000,Diesel,Manual,First,24.4,1120,71.0,5.0,400000.0
Mercedes-Benz E-Class 2009-2013,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143,203.0,5.0,2650000.0
Mercedes-Benz B Class,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595,120.7,5.0,1177000.0
Mercedes-Benz E-Class 2015-2017,Bangalore,2017,34000,Diesel,Automatic,First,15.0,2143,204.0,5.0,3700000.0
Honda City i,Mumbai,2016,34000,Petrol,Manual,First,17.8,1497,117.3,5.0,875000.0
Hyundai Santro Xing,Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086,113.25,5.0,195000.0
Honda City 1.5,Chennai,2011,73000,Petrol,Manual,First,17.0,1497,118.0,5.0,375000.0
Hyundai Verna Transform,Pune,2010,73000,Petrol,Manual,First,16.2,1599,103.2,5.0,250000.0
Jaguar XE Portfolio,Mumbai,2017,34000,Petrol,Automatic,First,13.5,1999,246.74,5.0,3450000.0
Honda Amaze S,Delhi,2015,52516,Petrol,Manual,First,18.0,1198,86.7,5.0,465000.00000000006
Mini Cooper Convertible,Bangalore,2015,34000,Petrol,Automatic,First,18.86,1598,122.0,4.0,3200000.0
Mercedes-Benz S Class,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987,282.0,5.0,6281000.0
Hyundai EON Magna,Chennai,2014,37000,Petrol,Manual,First,21.1,814,55.2,5.0,325000.0
Maruti Wagon R,Kolkata,2014,34000,Petrol,Manual,First,20.51,998,67.04,5.0,310000.0
Maruti Ritz LDi,Coimbatore,2011,73000,Diesel,Manual,First,21.1,1248,73.9,5.0,391000.0
BMW 3 Series,Chennai,2011,73000,Diesel,Automatic,First,16.07,1995,181.0,5.0,1100000.0
Tata Xenon XT,Pune,2014,73000,Diesel,Manual,First,13.49,2179,138.03,5.0,350000.0
Audi A3 35,Chennai,2014,73000,Diesel,Automatic,First,20.38,1968,143.0,5.0,1650000.0
Land Rover Range,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179,187.7,5.0,3000000.0
Mercedes-Benz GL-Class 2007,Pune,2010,73000,Diesel,Automatic,Second,12.0,2987,224.0,7.0,2800000.0
Mitsubishi Pajero Sport,Hyderabad,2018,34000,Diesel,Automatic,First,13.5,2477,175.56,7.0,2800000.0
Maruti Alto LX,Jaipur,2010,73000,Petrol,Manual,First,19.7,796,46.3,5.0,92000.0
Maruti Wagon R,Pune,2013,53000,Petrol,Manual,First,14.0,1061,64.0,5.0,275000.0
Land Rover Range,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179,187.7,5.0,5383000.0
Hyundai Verna 1.6,Pune,2011,49768,Petrol,Manual,Second,17.01,1591,121.3,5.0,495000.0
BMW 5 Series,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993,218.0,5.0,3350000.0
Jaguar XF Diesel,Bangalore,2013,73000,Diesel,Automatic,First,14.74,2993,270.9,5.0,2795000.0
Skoda Superb Elegance,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798,157.75,5.0,725000.0
Audi Q3 35,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968,174.33,5.0,2571000.0
Land Rover Range,Coimbatore,2014,73000,Diesel,Automatic,First,12.7,2179,187.7,5.0,2967000.0
Mercedes-Benz New C-Class,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143,170.0,5.0,1900000.0
Mahindra Scorpio S10,Kochi,2017,34000,Diesel,Manual,First,15.4,2179,120.0,7.0,1305000.0
BMW 3 Series,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995,190.0,5.0,2550000.0
Honda BR-V i-VTEC,Pune,2017,34000,Petrol,Manual,First,15.4,1497,117.3,7.0,850000.0
Volvo S80 2006-2013,Chennai,2010,73000,Diesel,Automatic,Second,16.0,2400,215.0,5.0,725000.0
Hyundai Accent GLE,Pune,2005,34000,Petrol,Manual,First,13.2,1495,94.0,5.0,80000.0
Hyundai i20 Active,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197,81.86,5.0,690000.0
Mercedes-Benz GLC 43,Coimbatore,2018,34000,Petrol,Automatic,First,11.5,2996,367.0,5.0,7098999.999999999
Hyundai EON Magna,Kolkata,2015,34000,Petrol,Manual,Second,21.1,814,55.2,5.0,225000.0
Hyundai Grand i10,Kochi,2018,40322,Petrol,Manual,First,18.9,1197,81.86,5.0,550000.0
Honda City 1.5,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493,100.0,5.0,434999.99999999994
Volkswagen Polo Petrol,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198,73.9,5.0,225000.0
Audi A6 35,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798,187.74,5.0,2450000.0
Volkswagen Jetta 2007-2011,Hyderabad,2010,42021,Diesel,Manual,First,18.0,1968,113.25,5.0,545000.0
Hyundai Creta 1.6,Coimbatore,2017,34000,Petrol,Manual,First,15.29,1591,121.3,5.0,1203000.0
Mercedes-Benz New C-Class,Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796,186.0,5.0,850000.0
Mini Cooper Convertible,Mumbai,2014,34000,Petrol,Automatic,First,16.82,1998,189.08,4.0,2850000.0
Hyundai Santro Xing,Pune,2006,73000,Petrol,Manual,Second,17.0,1086,113.25,5.0,120000.0
Toyota Etios VD,Bangalore,2013,37000,Diesel,Manual,First,23.59,1364,67.04,5.0,575000.0
Honda Brio S,Delhi,2014,34000,Petrol,Manual,Second,19.4,1198,86.8,5.0,320000.0
Maruti Baleno Alpha,Coimbatore,2018,34000,Petrol,Automatic,First,21.4,1197,83.1,5.0,989000.0
Skoda Laura Ambiente,Coimbatore,2012,73000,Diesel,Automatic,First,20.0,1968,138.1,5.0,658000.0
Hyundai EON Era,Kochi,2018,34000,Petrol,Manual,First,21.1,814,55.2,5.0,405999.99999999994
Renault Captur 1.5,Coimbatore,2019,34000,Diesel,Manual,First,20.37,1461,108.45,5.0,1337000.0
BMW 5 Series,Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993,258.0,5.0,2582000.0
Maruti Alto 800,Kochi,2016,34267,Petrol,Manual,First,22.74,796,47.3,5.0,374000.0
Volvo V40 D3,Bangalore,2015,34000,Diesel,Automatic,Second,16.8,1984,150.0,5.0,2200000.0
Maruti Wagon R,Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998,67.1,5.0,145000.0
Honda City ZX,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78.0,5.0,200000.0
Maruti Eeco 5,Kochi,2017,34000,CNG,Manual,First,15.1,1196,73.0,5.0,470000.0
Chevrolet Enjoy 1.4,Kolkata,2014,34000,Petrol,Manual,First,13.7,1399,98.79,8.0,375000.0
Mahindra Bolero ZLX,Coimbatore,2016,73000,Diesel,Manual,First,15.96,2523,62.1,7.0,770000.0
Hyundai Santro GLS,Coimbatore,2012,50243,Petrol,Manual,First,18.0,1086,113.25,5.0,335000.0
Hyundai EON D,Hyderabad,2014,34000,Petrol,Manual,First,21.1,814,55.2,5.0,260000.0
Hyundai Creta 1.6,Coimbatore,2017,34000,Petrol,Automatic,First,13.0,1591,121.3,5.0,1377000.0
Volkswagen Vento 1.6,Mumbai,2017,34000,Petrol,Manual,Second,16.09,1598,103.5,5.0,710000.0
Honda Civic 2006-2010,Pune,2008,61938,Petrol,Automatic,Second,12.9,1799,130.0,5.0,265000.0
Tata Indica Vista,Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248,74.0,5.0,250000.0
Mahindra XUV500 W8,Kochi,2013,61672,Diesel,Manual,First,16.0,2179,140.0,7.0,753000.0
Hyundai i20 1.2,Coimbatore,2017,34000,Petrol,Manual,First,18.6,1197,81.83,5.0,798000.0
Audi Q5 30,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5.0,3900000.0
Maruti Ritz VXi,Chennai,2011,67000,Petrol,Manual,Second,18.5,1197,85.8,5.0,225000.0
Mitsubishi Cedia Sports,Chennai,2010,66000,Petrol,Manual,Second,13.17,1999,114.0,5.0,385000.0
Toyota Innova 2.5,Hyderabad,2015,73000,Diesel,Manual,First,12.8,2494,102.0,7.0,1350000.0
Maruti Celerio LDi,Hyderabad,2016,73000,Diesel,Manual,First,27.62,793,47.0,5.0,350000.0
Maruti S-Cross Delta,Delhi,2018,34000,Diesel,Manual,First,25.1,1248,88.5,5.0,892000.0
Audi Q3 35,Coimbatore,2016,73000,Diesel,Automatic,First,15.17,1968,181.0,5.0,2037000.0
BMW 3 Series,Bangalore,2016,34000,Diesel,Automatic,First,21.76,1995,190.0,5.0,3650000.0
Audi Q7 4.2,Coimbatore,2016,51002,Diesel,Automatic,First,11.33,1621,335.2,7.0,4891000.0
Hyundai i20 2015-2017,Pune,2016,34000,Petrol,Manual,First,18.6,1197,81.83,5.0,720000.0
Renault Duster 110PS,Hyderabad,2012,73000,Diesel,Manual,First,19.01,1461,108.45,5.0,599000.0
Hyundai Xcent 1.1,Pune,2016,51000,Diesel,Manual,First,24.4,1120,71.0,5.0,525000.0
Ford Ecosport 1.5,Delhi,2014,34000,Diesel,Manual,First,22.7,1498,89.84,5.0,650000.0
Volkswagen Polo Petrol,Hyderabad,2013,73000,Petrol,Manual,First,16.47,1198,73.9,5.0,440000.00000000006
Hyundai Grand i10,Kolkata,2017,34000,Diesel,Manual,First,24.0,1120,70.0,5.0,459999.99999999994
Tata Manza Aqua,Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248,88.8,5.0,295000.0
Honda City 1.5,Kolkata,2011,48466,Petrol,Manual,First,17.0,1497,118.0,5.0,326000.0
Hyundai Santro Xing,Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086,62.1,5.0,222000.00000000003
Toyota Innova 2.5,Hyderabad,2012,73000,Diesel,Manual,First,12.99,2494,100.0,7.0,1050000.0
Maruti Ciaz 1.3,Coimbatore,2017,34000,Diesel,Manual,First,28.09,1248,88.5,5.0,826000.0
Toyota Fortuner 4x4,Delhi,2013,69000,Diesel,Manual,First,12.55,2982,169.0,7.0,1445000.0
Ford Fiesta 1.6,Chennai,2009,73000,Petrol,Manual,Second,15.3,1596,113.25,5.0,250000.0
Mercedes-Benz E-Class E,Kochi,2018,34000,Petrol,Automatic,First,12.6,1950,191.34,5.0,5143000.0
Mercedes-Benz New C-Class,Chennai,2014,45000,Diesel,Manual,First,15.8,2148,170.0,5.0,2300000.0
Skoda Yeti Ambition,Kolkata,2012,64284,Diesel,Manual,First,17.72,1968,108.49,5.0,550000.0
Hyundai Grand i10,Delhi,2015,34000,Petrol,Manual,First,18.9,1197,82.0,5.0,450000.0
Ford Figo 2015-2019,Hyderabad,2018,34000,Petrol,Manual,First,18.16,1196,86.8,5.0,680000.0
Skoda Octavia Ambition,Mumbai,2013,34000,Petrol,Manual,First,16.8,1395,138.02,5.0,875000.0
Renault Duster 85PS,Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461,83.8,5.0,700000.0
Land Rover Range,Delhi,2015,34000,Diesel,Automatic,Second,15.68,1999,177.0,5.0,3350000.0
Ford Figo Diesel,Chennai,2011,73000,Diesel,Manual,Second,20.0,1399,68.0,5.0,225000.0
Ford Endeavour Hurricane,Hyderabad,2008,73000,Diesel,Automatic,Second,12.8,2953,156.0,7.0,424000.0
Toyota Fortuner 4x4,Coimbatore,2017,47198,Diesel,Manual,First,12.55,2982,168.5,7.0,2842000.0
Volkswagen Polo Diesel,Kolkata,2012,52000,Diesel,Manual,First,22.07,1199,73.9,5.0,275000.0
Maruti Ritz VDi,Jaipur,2011,73000,Diesel,Manual,First,23.2,1248,73.94,5.0,300000.0
Nissan Micra Diesel,Pune,2013,60000,Diesel,Manual,First,23.08,1461,63.1,5.0,355000.0
Hyundai Verna 1.6,Kolkata,2013,37873,Diesel,Manual,First,22.32,1582,126.32,5.0,480000.0
BMW 5 Series,Kolkata,2011,34000,Petrol,Automatic,First,10.8,2497,150.0,5.0,1350000.0
Mercedes-Benz GLS 350d,Pune,2017,73000,Diesel,Automatic,First,11.0,2987,258.0,7.0,5600000.0
Honda CR-V 2.4L,Hyderabad,2004,73000,Petrol,Automatic,First,12.0,2354,187.4,5.0,399000.0
Hyundai Creta 1.6,Bangalore,2016,34000,Diesel,Automatic,First,17.01,1582,126.2,5.0,1550000.0
Hyundai i10 Era,Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086,68.05,5.0,231999.99999999997
Mercedes-Benz A Class,Kochi,2016,35437,Diesel,Automatic,First,20.0,2143,136.0,5.0,1857999.9999999998
Maruti Ertiga VXI,Jaipur,2014,73000,Petrol,Manual,First,16.02,1373,93.7,7.0,550000.0
Skoda Octavia Classic,Chennai,2006,72000,Diesel,Manual,Second,18.7,1896,66.0,5.0,320000.0
Honda Amaze VX,Pune,2015,73000,Petrol,Manual,First,18.0,1198,86.7,5.0,400000.0
Maruti Zen LXi,Chennai,2004,34000,Petrol,Manual,First,17.3,993,60.0,5.0,160000.0
Maruti SX4 ZXI,Kochi,2013,66012,Petrol,Manual,First,15.5,1586,103.3,5.0,415000.00000000006
Honda Brio VX,Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198,86.8,5.0,425000.0
Maruti Wagon R,Ahmedabad,2011,73000,Petrol,Manual,First,18.9,998,67.1,5.0,260000.0
